date_of_receipt_of_the_order,delivery_address,confectioner_id,courier_id,customer_id,discount_id,package_id
2019-01-28 09:40:28Z,Cavell   Vale,1636,1530,1652,408,74
2019-03-04 05:55:00Z,Cheltenham  Vale,1930,1158,32,509,953
2014-09-21 20:08:11Z,Walnut Vale,1800,289,868,1503,1177
2021-02-09 22:16:37Z,Beechen  Way,384,104,1724,1009,1373
2016-05-07 06:05:09Z,Spruce Walk,1156,543,1157,879,1750
2012-11-18 01:48:19Z,Apsley    Way,1333,1729,1363,1539,570
2011-07-11 09:56:42Z,Champion  Rue,642,774,1927,785,1944
2018-10-17 08:49:06Z,Argyle  Boulevard,228,1133,325,347,299
2022-09-25 17:13:48Z,Camley   Walk,1183,771,1994,1645,1834
2012-08-23 04:40:12Z,Blackheath  Alley,1807,1901,383,951,966
2013-03-31 08:25:28Z,Balfour    Street,735,1502,231,1215,224
2022-08-02 09:11:28Z,Eldon  Avenue,1090,1591,1156,790,299
2019-11-15 04:39:24Z,Westbourne Vale,106,1325,423,1963,1347
2016-06-16 11:50:22Z,Emden   Road,781,37,493,1414,619
2011-03-10 04:15:01Z,Cobden  Vale,758,812,791,1795,176
2011-04-21 14:15:48Z,Camdale  Road,399,1396,906,792,261
2013-10-31 21:39:37Z,Clyde Crossroad,1053,811,1120,298,885
2015-11-06 01:26:09Z,Garfield Avenue,1803,568,1611,1172,1552
2015-04-27 09:14:07Z,Armory  Rue,750,1638,1097,509,1827
2022-06-30 21:20:20Z,Chatsworth  Way,1035,1758,1980,675,1877
2018-07-20 03:09:21Z,Waite  Crossroad,1347,1592,338,1181,1088
2016-09-28 11:15:23Z,Argyle  Road,1687,61,1482,1201,376
2016-12-20 02:31:47Z,Bendmore  Avenue,556,1532,1852,1192,877
2016-02-10 17:04:56Z,Fairfield  Avenue,1039,291,1504,171,646
2015-06-05 09:49:05Z,Collins  Street,998,72,1919,1193,677
2016-02-10 14:02:49Z,Adelaide  Road,316,1037,806,1328,1896
2011-01-17 00:29:19Z,Colombo   Hill,685,1022,1191,1696,205
2012-10-08 16:07:57Z,Timothy  Lane,110,535,1781,1272,1684
2011-09-18 06:25:54Z,Cockspur  Vale,941,1974,468,1365,1317
2016-02-06 07:46:35Z,Zealand Walk,1901,1386,898,2,980
2014-10-12 09:19:41Z,Andrews  Boulevard,518,928,272,1547,624
2013-02-05 20:12:52Z,Bayberry Lane,435,81,1217,1229,840
2017-03-16 05:47:10Z,Ernest  Way,547,634,395,374,1682
2018-05-04 21:01:34Z,Littlebury  Pass,261,1456,1540,1094,1770
2012-01-16 01:51:23Z,Jackson Tunnel,65,952,818,785,1751
2022-04-27 19:05:53Z,Chestnut Rise Street,1309,381,1637,1152,251
2015-03-02 06:17:50Z,Sherwood  Drive,990,1819,1760,1689,1745
2018-09-12 01:43:17Z,Kilner   Street,37,570,1443,1556,897
2019-12-15 22:09:28Z,Maple Avenue,1796,148,1159,1456,618
2010-06-01 15:35:06Z,Bellenden  Boulevard,67,1961,998,1025,63
2010-12-22 04:00:10Z,Magnolia Avenue,925,345,1068,1709,694
2022-05-01 11:18:41Z,Thurloe   Drive,1988,24,1612,530,290
2014-09-07 01:02:40Z,Geary   Way,1418,503,1482,558,1872
2019-07-21 20:56:27Z,College  Hill,766,1223,815,388,909
2018-11-25 16:06:46Z,College  Crossroad,108,1973,974,1412,1532
2022-02-02 19:56:07Z,Clerkenwell Lane,1646,926,565,228,137
2010-03-01 17:24:43Z,Bond Vale,820,1258,390,1715,1901
2021-10-10 08:18:34Z,Caslon   Walk,1718,395,1508,1583,461
2022-08-04 22:07:30Z,Champion  Route,964,1576,1888,1823,681
2018-01-06 16:19:21Z,Chicksand  Crossroad,1848,1153,1716,1022,1817
2022-09-24 21:35:48Z,Durham Alley,72,1208,170,719,553
2020-03-03 18:26:35Z,Lake Route,98,295,813,1826,79
2017-05-08 17:34:15Z,Archery  Rue,1992,547,356,1867,1438
2010-10-13 22:11:53Z,Eldon  Pass,817,1505,681,1653,1962
2014-06-05 21:31:54Z,Abbots   Route,1038,1056,1421,209,1990
2022-03-21 08:50:13Z,Charnwood   Way,726,1215,1623,364,685
2010-10-28 17:27:23Z,Queen Avenue,639,1478,1308,1146,426
2017-08-06 09:38:42Z,Fair Vale,1223,1508,1300,447,1229
2010-11-05 01:49:03Z,Bingham   Boulevard,1587,780,1465,30,1598
2022-12-21 20:46:26Z,Sherlock   Walk,46,418,1943,901,845
2019-06-15 17:26:34Z,Virginia Alley,396,1992,116,1064,239
2015-11-01 15:24:33Z,Rosewood Walk,1934,1890,528,1680,396
2020-03-16 09:45:54Z,Antrobus   Alley,1586,1462,883,504,329
2018-05-09 07:03:36Z,Egerton  Rue,1437,384,1473,1913,535
2021-06-04 09:07:02Z,Castile  Boulevard,414,483,53,373,1164
2016-11-18 22:01:47Z,Collent   Drive,271,406,654,181,1734
2013-09-13 00:05:29Z,Gatonby   Pass,546,454,145,207,482
2016-09-23 12:20:47Z,Howard Avenue,959,1048,400,452,1955
2010-10-14 18:03:34Z,Babmaes    Drive,1455,114,1067,1260,354
2010-02-24 03:05:56Z,Dutton   Grove,979,1937,1599,229,957
2013-10-01 10:29:27Z,Beaconsfield  Drive,1215,1446,1606,1781,1283
2013-12-28 22:17:25Z,Zealand Grove,621,998,31,1140,1222
2014-06-06 11:11:42Z,Eaglet  Avenue,102,70,462,852,1726
2017-07-23 11:34:05Z,Bempton   Road,1553,898,1620,1654,573
2014-10-22 19:06:38Z,Bekesbourne   Vale,115,1317,601,199,1817
2018-10-22 03:57:16Z,Hamilton  Crossroad,219,1345,1536,1319,431
2015-10-08 08:47:50Z,Birkbeck  Way,547,1445,1132,1519,1568
2010-09-16 03:21:35Z,Colombo   Lane,1834,1954,1145,252,1528
2018-09-30 18:26:06Z,Fair Crossroad,1834,680,276,118,1253
2012-01-03 09:42:50Z,Calverley  Lane,878,770,1156,1066,298
2021-08-12 01:49:53Z,Elba  Grove,400,1511,1582,175,180
2018-11-01 16:57:23Z,Egerton  Alley,884,1610,453,1244,1450
2015-07-25 22:57:52Z,Caroline  Vale,1980,1076,375,1096,463
2016-10-23 21:22:16Z,Fawn Street,1003,280,764,535,1078
2010-11-04 16:00:51Z,Bel   Crossroad,721,1886,1545,613,1053
2012-03-09 15:49:55Z,Buttonwood Walk,65,1530,506,1800,1083
2015-10-30 04:02:00Z,Chancellor  Grove,418,608,174,481,916
2021-07-20 21:14:51Z,Spruce Walk,323,356,489,1550,1849
2022-12-19 17:42:26Z,Belfort  Avenue,1360,215,1234,30,1278
2016-10-19 06:47:49Z,Camdale  Road,1813,1468,938,440,573
2019-03-27 17:53:40Z,Edwin   Alley,430,1208,151,1311,1532
2016-10-21 04:16:17Z,Durnford  Walk,1378,1247,1958,1246,886
2013-03-30 09:58:04Z,Blackall   Avenue,306,543,1021,613,1410
2019-03-31 01:56:31Z,Bond Rue,1159,1784,26,1879,1967
2019-11-03 17:36:32Z,Caedmon  Way,264,90,1690,482,1326
2013-06-23 11:29:41Z,Ashley Street,1465,902,1608,291,919
2020-08-22 11:13:19Z,Woodland Walk,4,89,174,1221,1007
2013-06-17 14:14:27Z,Buttonwood Grove,1047,279,931,923,929
2010-08-17 18:26:02Z,Cleaver Lane,734,320,1123,272,1676
2013-11-13 21:07:19Z,Linda   Walk,685,87,1602,308,106
2019-12-05 05:49:26Z,East Crossroad,588,1855,1329,1360,1996
2014-08-10 10:25:52Z,Fairbairn  Avenue,151,1354,1854,98,736
2015-07-25 08:19:19Z,Besson  Pass,1472,1593,844,1320,621
2022-12-09 00:11:11Z,Caslon   Way,976,1732,1268,942,317
2013-11-21 13:40:52Z,Bacton   Drive,1671,1936,248,454,8
2015-02-22 18:29:07Z,Lake Crossroad,1131,383,1735,516,676
2010-07-29 10:24:40Z,Caldwell   Rue,903,378,123,830,1794
2013-07-04 01:44:37Z,Chestnut  Lane,1501,1922,907,1073,168
2022-11-21 14:22:41Z,Longman   Rue,1231,601,885,1206,1800
2022-06-29 12:14:27Z,Arctic   Route,310,1034,1869,331,1178
2016-06-24 12:25:22Z,King Edward  Pass,1321,881,1813,1608,1603
2022-06-26 10:46:18Z,Ensign   Drive,1599,1147,1521,1944,588
2014-10-21 02:13:23Z,Abourne   Walk,749,1612,1873,1203,1836
2015-03-26 02:48:15Z,Bletchley   Boulevard,1721,1280,5,1392,192
2012-01-27 12:47:40Z,Pine Grove,338,1435,723,810,1234
2012-08-29 04:20:08Z,Aberavon  Alley,1776,133,202,1735,401
2010-07-20 01:39:28Z,Liverpool  Rue,959,1425,241,1940,1195
2013-07-23 21:39:35Z,North Drive,1816,1274,439,481,1026
2020-03-18 21:38:53Z,Waite  Route,1507,1504,1871,1191,457
2022-06-19 11:44:00Z,Calshot   Walk,1008,477,1297,570,1294
2017-11-22 20:24:27Z,Duthie   Vale,1868,316,927,1297,1919
2016-11-17 06:43:49Z,Calverley  Avenue,199,1917,737,69,4
2010-08-05 22:08:49Z,Canal  Way,189,267,1962,1183,457
2011-10-21 07:43:29Z,Timothy  Road,1231,1635,1556,265,1159
2022-12-27 22:28:16Z,Hickory Lane Alley,38,278,1379,1832,1225
2017-11-13 19:25:19Z,Parkfield  Street,619,128,660,1334,737
2013-11-28 02:25:06Z,Capeners  Walk,131,687,1101,512,1739
2016-01-21 22:09:20Z,Bingham   Vale,41,230,1684,1803,625
2016-11-02 16:51:03Z,Camdenhurst   Hill,863,1017,1429,1604,1824
2018-03-15 15:21:50Z,Charnwood   Crossroad,482,148,692,731,713
2019-07-25 09:27:09Z,Camley   Avenue,338,87,431,1650,933
2022-11-06 13:42:13Z,Westbourne Route,1070,1824,84,1083,135
2017-03-12 07:27:58Z,Edwin   Pass,380,1747,1536,1111,1893
2012-03-15 22:28:34Z,Meadow Route,1855,680,1342,1174,175
2012-02-21 16:45:07Z,Carpenter Way,1694,1077,868,648,1629
2018-09-09 19:07:41Z,Garfield Rue,812,1707,683,114,1821
2010-07-19 09:43:44Z,Carnegie   Street,306,1969,1404,1741,960
2016-01-23 04:44:13Z,Marina  Way,1091,54,460,244,1246
2014-08-11 07:37:27Z,Cavendish Street,512,1867,1634,491,61
2013-04-20 15:20:23Z,East Road,1336,771,899,1243,1888
2012-06-13 08:55:55Z,Bective  Drive,1575,616,630,1654,1577
2015-06-13 01:25:06Z,Aylward   Rue,1860,1457,1536,108,470
2015-09-02 21:05:52Z,Underwood  Street,989,717,1688,1345,3
2015-05-04 02:15:31Z,Walnut Tunnel,564,292,1018,1860,406
2016-01-18 05:15:56Z,Burton  Lane,2,911,1441,1706,1780
2022-05-24 21:00:49Z,Coborn  Rue,1124,1626,1913,1966,233
2015-06-06 15:18:50Z,Bekesbourne   Alley,1288,894,1244,1089,609
2013-01-12 10:50:36Z,Virgil   Drive,1130,715,777,1903,297
2016-10-06 03:18:30Z,Longleigh   Street,1222,1167,1391,1947,439
2014-07-15 18:35:37Z,Blackheath   Boulevard,1805,1623,547,462,692
2018-06-08 16:32:57Z,Thorndike   Boulevard,1227,497,1198,1190,329
2013-07-03 03:08:31Z,Clarges   Route,827,1672,77,1698,662
2010-03-07 02:02:00Z,Paris   Avenue,449,910,1154,1357,1834
2012-04-09 11:36:56Z,Hampden  Walk,569,1940,894,749,1249
2012-05-25 12:27:29Z,Falconberg   Tunnel,1063,796,875,385,994
2014-02-19 15:26:55Z,Union  Way,175,49,289,36,972
2014-07-31 22:37:54Z,Arlington  Way,1248,1103,137,804,1912
2015-01-22 21:28:32Z,Birkbeck  Way,1912,1846,359,482,1449
2018-10-24 04:54:30Z,Black Swan  Route,1314,1766,846,460,1213
2019-01-29 04:29:50Z,North Vale,1810,1548,1771,249,190
2014-09-14 06:30:27Z,Gatonby   Grove,900,136,443,1677,491
2018-02-26 06:25:58Z,Ampton  Crossroad,531,1789,371,1957,1453
2020-03-03 05:16:03Z,Glenwood Rue,1597,36,811,710,1201
2017-07-30 19:36:00Z,Calshot   Avenue,477,866,710,18,1536
2015-11-23 13:12:24Z,Elia   Hill,152,1017,1982,1878,233
2018-04-04 11:16:11Z,Woodland Alley,1567,539,408,867,1780
2010-05-08 16:35:22Z,Bekesbourne   Avenue,1582,1313,1504,1248,1436
2010-03-09 17:41:49Z,Aberavon  Rue,465,1883,1793,728,1323
2016-01-26 04:05:42Z,Carlisle  Way,347,1299,172,1609,669
2017-04-28 12:29:47Z,Caroline  Drive,1150,1434,669,374,984
2021-12-03 11:30:28Z,King Vale,182,74,524,1073,1052
2014-10-02 05:23:16Z,Thomas Doyle   Route,302,967,206,1076,1826
2018-11-01 04:09:20Z,Blackheath  Alley,509,733,360,59,949
2022-09-02 06:34:12Z,Blendon    Rue,96,1117,99,1086,1596
2010-06-26 04:15:23Z,Sundown Alley,425,1133,1702,168,1908
2010-01-21 19:17:19Z,Chatfield  Drive,1986,1565,1790,714,993
2021-07-30 06:07:40Z,Beatty  Pass,999,871,1089,978,740
2021-06-17 04:57:04Z,Longleigh   Walk,295,309,1226,357,782
2010-04-09 06:45:53Z,Sundown Road,108,1131,533,1295,882
2017-01-10 06:58:16Z,Clere  Grove,998,134,831,1079,930
2018-03-30 21:07:21Z,Parkgate  Tunnel,420,1270,1482,1487,637
2016-07-01 05:49:54Z,Becklow  Route,987,763,1957,445,1445
2015-09-24 14:40:05Z,Queen Caroline   Vale,1417,1311,1093,1525,1702
2017-03-22 14:48:45Z,Empress  Grove,1574,712,1263,1813,1394
2012-11-22 18:44:25Z,Longman   Rue,202,1146,68,1122,486
2021-11-06 11:28:40Z,Lake Walk,101,1852,171,395,1111
2018-06-08 15:11:06Z,Gavel   Grove,102,1189,1246,1181,1632
2019-09-01 09:52:19Z,Chatsworth  Grove,67,1109,1946,1458,581
2014-01-25 16:18:16Z,Apostle  Drive,1936,611,1410,1642,999
2018-09-03 03:03:13Z,Carlton  Rue,1311,1045,879,1875,1304
2011-03-30 17:04:46Z,Carpenter Walk,1174,1786,1062,449,1652
2014-08-29 08:27:46Z,Marina  Vale,169,1252,635,1771,1989
2013-03-05 17:43:15Z,Bermondsey    Crossroad,686,1797,902,579,705
2018-08-05 14:32:12Z,St. Pauls  Walk,322,1437,1624,581,551
2020-12-05 18:40:45Z,Carol   Drive,961,877,1626,1240,1533
2011-04-23 11:19:02Z,Blandford  Road,1422,1101,1264,1546,1074
2010-01-29 16:49:14Z,Bolton  Rue,523,930,1198,147,1409
2022-08-04 20:56:34Z,Canon Alley,700,836,25,952,1464
2021-08-17 12:02:51Z,Boadicea   Drive,265,15,523,1316,1004
2013-12-13 17:57:54Z,St. Johs  Avenue,1562,354,696,43,1386
2015-02-24 12:25:05Z,Linden Road,1252,401,428,1521,122
2013-07-22 18:17:12Z,Collins  Tunnel,630,666,1183,1624,93
2016-01-25 13:10:35Z,Lexington Hill,1695,1274,1671,257,1422
2012-08-15 03:28:25Z,Longmoore   Rue,235,763,123,889,1482
2013-02-28 11:09:37Z,Collins  Lane,1015,1723,31,859,1761
2014-07-19 01:49:53Z,Longman   Lane,177,705,1153,1850,1865
2017-04-23 14:09:42Z,Elizabeth  Lane,1332,432,420,1501,1204
2019-06-06 08:40:26Z,Queen Caroline   Street,1927,259,1947,226,564
2014-03-03 18:24:35Z,Elgood   Drive,369,586,1417,1735,1632
2014-01-14 21:31:28Z,Carolina  Rue,1145,392,1598,439,261
2019-09-20 08:28:13Z,Virginia Avenue,1782,778,895,1902,1639
2013-08-25 06:21:18Z,Blomfield  Avenue,1427,64,1833,85,1468
2021-10-25 01:43:53Z,North Hill,516,1114,1556,627,125
2012-06-23 00:03:07Z,Hamilton  Rue,1397,804,639,841,1730
2016-05-18 15:14:06Z,Blackwall  Vale,141,965,1535,605,176
2010-03-05 10:25:29Z,Duthie   Avenue,630,263,1781,347,1012
2012-11-03 02:19:15Z,Monroe Boulevard,25,666,1030,1445,628
2010-07-29 12:04:39Z,Tisbury  Tunnel,245,973,591,1092,1519
2011-05-03 00:35:41Z,Cliffords  Route,366,174,377,1060,1384
2022-10-19 10:08:46Z,Catherine  Rue,1548,940,870,1575,730
2019-02-03 09:51:24Z,Blue Anchor  Rue,97,18,808,1755,1920
2015-12-19 00:17:38Z,Thrale   Hill,1314,300,856,1069,1568
2014-07-30 13:37:31Z,King Street,852,1425,1650,222,1944
2019-08-03 07:11:48Z,Linden Rue,1055,78,359,252,1628
2010-04-27 22:07:28Z,Walnut Drive,383,1626,570,719,1661
2021-11-23 01:17:46Z,Oxford Hill,1662,1166,1383,105,1698
2016-04-29 06:57:26Z,Ensign   Tunnel,1970,1244,778,710,1317
2016-12-28 12:38:23Z,Carlton  Walk,933,1042,25,1652,1225
2021-10-15 09:08:30Z,Cavendish Avenue,1894,416,1193,869,1524
2012-04-12 11:51:30Z,Lincoln Road,1810,1655,1325,1941,951
2013-05-04 11:44:08Z,Becklow  Drive,18,233,341,81,46
2021-05-13 08:32:17Z,West Walk,941,1350,363,1516,448
2020-02-01 08:08:31Z,Birkin   Crossroad,835,1231,369,327,1284
2015-08-10 03:37:44Z,Fairview Pass,1907,398,961,528,1443
2011-12-25 14:30:57Z,Chatfield  Rue,259,715,1975,1578,1434
2010-06-05 16:22:58Z,Central  Lane,260,1398,1110,1711,1719
2013-01-07 21:23:38Z,Fawn Route,1438,1442,1964,556,1920
2010-09-15 05:31:01Z,Elf  Street,1513,973,1653,352,1705
2019-04-12 02:53:22Z,Durnford  Avenue,50,138,1562,1418,1732
2013-10-23 08:34:33Z,Gavel   Road,1446,1276,533,1613,879
2010-12-11 15:10:27Z,Clerkenwell Crossroad,1789,1884,137,58,1367
2014-12-07 04:16:44Z,Virginia Road,413,1392,1827,994,503
2012-06-11 21:07:25Z,English   Tunnel,1444,1526,378,1818,92
2013-07-27 01:13:11Z,Ellerman   Tunnel,385,349,1677,1281,1675
2017-12-02 00:21:17Z,Bazely   Walk,1393,863,1140,1786,1884
2020-09-04 11:14:19Z,Bethwin  Boulevard,1288,441,611,1680,1548
2014-05-03 21:12:31Z,Catherine  Alley,1830,1008,1478,1316,1221
2014-07-23 07:07:04Z,Clerkenwell Road,1878,134,1514,678,306
2014-04-27 05:42:56Z,Carlton  Avenue,1766,1060,1236,671,1994
2020-11-07 15:25:04Z,Longman   Pass,1170,1033,133,308,568
2012-09-28 03:54:12Z,Kilner   Alley,1246,563,478,167,871
2012-05-08 13:58:47Z,Sheringham   Avenue,817,1241,419,81,551
2014-08-04 11:26:37Z,Yoakley Boulevard,413,963,481,546,1997
2010-08-18 00:34:01Z,Durnford  Walk,1592,1813,674,193,1828
2015-03-13 11:48:05Z,Falconberg   Way,119,216,891,1889,488
2022-02-28 18:26:44Z,Pine Drive,596,150,1514,1685,325
2012-05-13 12:57:13Z,Bolingbroke  Vale,1237,1649,606,1406,358
2015-09-15 01:56:48Z,Endsleigh  Grove,1136,845,265,1655,109
2020-06-15 01:46:33Z,Carolina  Pass,1698,1218,525,679,143
2013-02-01 07:15:07Z,Beatty  Hill,1827,979,1241,1283,1082
2019-11-03 08:21:47Z,Balfe   Lane,1725,1014,670,1420,670
2011-08-29 17:52:25Z,Gautrey  Avenue,1808,1951,1387,882,1679
2014-10-11 19:37:32Z,Beaconsfield  Walk,1997,1017,1286,414,825
2013-06-05 07:26:11Z,Rail Grove,1901,1493,1511,9,723
2021-09-25 04:30:13Z,Chartham  Alley,779,1170,1289,1895,200
2021-12-04 22:31:10Z,Paris   Drive,192,1016,1652,134,256
2019-04-18 11:33:58Z,Zealand Pass,892,50,1894,1370,1670
2010-01-30 21:26:02Z,Tilson  Avenue,1853,239,116,1124,929
2012-02-16 09:27:39Z,Earl Rise Pass,1958,1301,496,357,589
2020-01-28 10:01:39Z,Bales  Walk,1352,279,1239,2,829
2011-01-27 22:34:43Z,Mariner  Tunnel,1141,1162,1413,19,1131
2013-04-04 07:08:30Z,Carolina  Alley,1377,92,594,875,1313
2019-04-02 03:57:01Z,Cloth  Tunnel,299,887,1837,1885,928
2019-09-26 07:28:05Z,Chester      Alley,1397,160,1334,943,571
2012-09-23 05:40:30Z,Collent   Vale,1196,901,1148,1407,1954
2015-07-15 06:24:44Z,Fawn Tunnel,606,863,527,181,1246
2020-03-22 13:48:02Z,Enford   Vale,1169,695,434,1541,371
2015-07-18 21:44:19Z,Bolton  Hill,1983,1691,936,737,1520
2020-01-12 20:12:39Z,Chamberlain  Avenue,870,1553,471,417,390
2017-08-18 10:06:41Z,Tilson  Way,852,1732,453,974,413
2013-02-16 19:27:00Z,Arthur  Walk,1537,880,835,1244,509
2010-05-05 18:54:48Z,Bennett  Road,209,1824,880,1070,1953
2013-01-03 08:18:13Z,Carol   Crossroad,734,839,1204,285,547
2017-05-07 15:22:11Z,Camley   Street,1325,17,1591,1581,1146
2014-04-29 09:18:45Z,Mariner   Pass,812,1523,628,95,1342
2013-06-07 13:05:40Z,Rivervalley Drive,1848,146,1995,41,225
2019-10-15 05:15:26Z,Erindale Crossroad,1822,500,863,1479,372
2018-07-23 00:53:54Z,Canon Drive,1223,28,1680,1656,452
2021-08-15 09:45:05Z,Abbotswell  Vale,1362,168,1446,1586,1106
2012-11-13 15:03:30Z,Marischal  Alley,1071,1700,129,1231,1863
2011-01-07 21:03:45Z,Carpenter Drive,1888,922,1968,360,568
2016-11-07 07:51:40Z,Clifton  Route,1561,1138,695,34,786
2011-05-17 18:14:50Z,Vine  Hill,1058,956,1980,1527,1221
2022-07-05 07:48:01Z,Chesterfield  Drive,1427,280,524,1617,747
2022-03-04 02:42:38Z,Clissold  Avenue,263,140,990,536,1830
2018-11-28 19:14:30Z,Vincent  Grove,757,1864,1012,380,1041
2021-11-30 08:32:50Z,Lonsdale  Pass,1589,1710,416,1509,1168
2019-07-09 20:07:07Z,Spruce Crossroad,46,694,1840,537,685
2010-08-14 14:57:46Z,Yorkshire  Rue,492,1523,660,605,367
2015-05-30 04:19:05Z,Blandford  Drive,831,550,1280,121,321
2011-04-27 02:21:23Z,Wakley   Way,1094,1818,319,539,504
2017-06-20 07:54:52Z,Becklow  Hill,205,1219,892,849,563
2017-02-18 10:53:47Z,Ely  Drive,123,1862,1291,1257,564
2021-07-12 12:51:24Z,Becklow  Hill,1260,429,841,287,1828
2012-02-21 14:58:10Z,King Street,1729,346,61,1228,1471
2020-08-27 12:53:28Z,Coleman  Crossroad,1180,1696,456,1247,1246
2013-10-21 10:22:01Z,Glenwood Walk,1140,1958,464,9,277
2018-04-01 06:16:47Z,Castle Drive,1726,134,946,1197,1335
2011-12-18 16:17:29Z,Badric  Vale,1539,1249,1145,1830,581
2017-01-14 07:32:46Z,Lake Crossroad,155,1205,102,765,1463
2018-11-10 21:36:12Z,Parkgate  Tunnel,1246,1969,323,302,49
2018-02-15 06:39:42Z,South Avenue,801,420,1215,864,446
2014-06-22 17:54:14Z,Cheney  Drive,38,1978,1741,1095,570
2015-06-14 00:22:52Z,Coborn  Way,966,3,1175,1508,280
2016-09-20 16:14:07Z,Balfe   Drive,1125,404,1681,1550,600
2015-12-18 13:50:17Z,Beaumont  Avenue,1256,1932,345,561,954
2014-06-03 20:38:20Z,North Grove,1585,1454,1213,1688,938
2012-08-28 05:12:00Z,Cardinal Pass,57,853,1337,1414,1020
2011-07-22 13:46:01Z,Becklow  Boulevard,1950,747,1242,1164,1718
2010-07-11 08:21:27Z,Ellerman   Road,205,819,228,338,911
2022-11-13 08:36:04Z,East Crossroad,1775,1875,1491,1223,1540
2020-10-16 17:04:32Z,Aberavon  Rue,984,1503,467,446,1774
2014-06-28 04:48:37Z,Westbourne Crossroad,15,649,519,1186,682
2018-08-19 13:24:24Z,Bingham   Drive,255,971,1367,1672,495
2013-07-07 12:35:23Z,Apothecary   Alley,813,1834,724,1871,465
2011-05-04 00:24:15Z,Victoria  Rue,124,1861,843,705,354
2016-05-11 02:29:08Z,Bellenden   Road,989,1248,1495,1079,102
2011-04-10 21:16:01Z,Bethwin  Grove,1851,1835,684,463,811
2015-08-12 10:22:58Z,Camelot   Boulevard,930,847,1505,829,1789
2011-03-21 01:30:53Z,Epworth  Hill,785,846,1475,376,1385
2010-09-04 21:29:57Z,Cadogan  Crossroad,1201,10,1008,21,1891
2011-02-04 15:00:44Z,Magnolia Hill,324,318,648,1574,1273
2012-08-21 19:12:30Z,Chantry   Street,752,1051,1838,987,435
2019-08-10 09:26:29Z,Chester  Rue,1178,1646,1495,1821,1768
2011-12-04 22:50:52Z,Fairfield  Road,1611,523,1157,1727,1811
2015-05-27 16:38:44Z,Aylward   Drive,733,1258,1956,183,905
2021-04-07 21:34:18Z,Endsleigh  Vale,930,1140,1002,80,1451
2014-02-21 15:14:39Z,Abbey   Walk,737,1439,1316,1829,707
2020-10-31 00:41:49Z,Sundown Hill,1188,914,237,1864,1586
2019-01-17 02:54:17Z,Chamberlain  Drive,1341,1592,18,726,1732
2018-12-20 09:57:30Z,Dunstans  Road,1201,521,518,866,1075
2016-09-03 02:34:35Z,Clavell   Grove,1775,1952,88,1842,1586
2016-10-29 22:07:44Z,Longman   Way,818,98,1724,1812,1980
2022-07-29 07:17:50Z,Elizabeth  Vale,1183,1712,1715,1347,721
2012-01-21 13:49:42Z,St. Johs  Pass,459,1816,65,638,1889
2021-08-27 20:57:22Z,Calderwood   Boulevard,1975,1702,420,1142,1263
2016-10-18 02:15:18Z,Gate   Tunnel,1522,769,375,127,240
2012-02-23 19:31:54Z,Thomas  Alley,1322,1639,1908,1747,1343
2010-04-17 09:23:51Z,Black Swan  Grove,568,1737,14,927,1578
2016-11-04 01:41:27Z,Belmont Park Route,1935,294,1295,263,1763
2020-02-05 16:08:49Z,Bicknell  Boulevard,1841,381,781,1234,1516
2021-01-25 02:49:53Z,Vintners  Grove,677,202,637,114,1313
2014-11-20 07:27:12Z,Lexington Crossroad,521,1703,1614,452,1080
2011-10-30 14:40:43Z,Empress  Way,1904,1896,1632,146,345
2019-12-28 05:35:36Z,King Edward  Lane,1008,1616,1094,1625,1650
2011-07-26 08:49:22Z,Dyott   Walk,180,1859,1078,1620,1064
2014-01-20 22:11:13Z,Thrale   Avenue,1409,298,741,481,1167
2012-08-24 12:14:35Z,Gathorne   Avenue,654,696,1997,1358,1454
2014-02-06 12:19:52Z,Castle Road,278,1716,1772,1068,725
2013-01-27 20:37:25Z,Ernest  Street,1986,208,797,885,1169
2016-12-24 03:18:08Z,Elia   Lane,1180,1206,383,1622,1706
2017-08-08 14:39:52Z,College  Lane,1300,20,1025,708,99
2020-12-07 06:19:56Z,Norland  Route,258,709,1789,562,569
2019-07-01 22:11:34Z,Monroe Alley,442,536,567,686,1102
2014-12-26 07:58:45Z,Clerkenwell Boulevard,115,908,777,1859,461
2016-05-04 06:00:47Z,Chatsworth  Grove,400,948,1674,1832,1145
2013-11-26 21:39:41Z,Apostle  Avenue,1139,1577,490,142,1412
2013-10-09 21:00:57Z,Sundown Vale,1561,594,882,1784,710
2016-07-02 11:52:33Z,Cadogan  Alley,1531,137,1618,1012,1269
2020-07-17 00:04:05Z,English   Alley,1118,1769,1200,1370,320
2020-02-27 00:05:46Z,Heritage Pass,62,1386,1080,951,1360
2022-04-15 09:10:47Z,Paris   Crossroad,1000,47,354,523,401
2018-07-09 02:58:52Z,Caroline  Way,1409,1475,1113,585,1339
2014-06-05 16:51:28Z,Armory  Road,5,75,233,1931,319
2011-09-15 01:39:54Z,Buttonwood Route,1395,769,1154,1017,1796
2017-07-21 08:58:47Z,Garfield Vale,772,1977,1604,1837,775
2013-08-02 01:26:55Z,Clerkenwell Road,953,42,279,291,469
2016-06-12 22:53:12Z,Bendall   Lane,658,80,345,1431,323
2015-09-30 03:30:29Z,Oxford Crossroad,1666,1302,255,328,481
2019-08-30 18:34:27Z,West Vale,1362,1816,1112,738,1506
2014-07-04 19:00:53Z,Aberavon  Avenue,909,1319,1524,1493,1344
